"","time_point","sentiment","X","nomem_encr","date","follow_the_news_tv.radio","follow_the_news_internet","follow_the_news_free.newspaper","follow_the_news_paid.newspaper","follow_the_news_not.hardly","follow_the_news_dont_know","interested_in_the_news","confidence_dutch_parliament","confidence_eu_parliament","rural_urban","education","age","news_consumption","cohort","edu","urb","trust_eu_levels","sentiment_binary"
"6946","Period 3",0.0268292296600567,60982,832409,"2020-12-01",0,1,0,0,0,0,2,6,6,2,4,21,FALSE,"Age 16-29","Medium","Urban","Medium","Positive"
"6947","Period 3",0.0268292296600567,64263,890706,"2020-12-01",1,1,0,0,0,0,1,9,4,1,6,28,FALSE,"Age 16-29","High","Urban","Medium","Positive"
"6948","Period 3",0.0268292296600567,60984,832458,"2020-12-01",1,1,0,0,0,0,2,8,8,2,4,40,FALSE,"Age 30-55","Medium","Urban","High","Positive"
"6949","Period 3",0.0268292296600567,60985,832479,"2020-12-01",1,1,0,1,0,0,2,5,3,5,4,72,TRUE,"Age 56+","Medium","Rural","Low","Positive"
"6950","Period 3",0.0268292296600567,60986,832482,"2020-12-01",1,1,0,0,0,0,1,4,4,1,6,33,FALSE,"Age 30-55","High","Urban","Medium","Positive"
"6951","Period 3",0.0268292296600567,60987,832495,"2020-12-01",1,0,0,0,0,0,3,5,5,3,4,56,FALSE,"Age 56+","Medium","Rural","Medium","Positive"
"6952","Period 3",0.0268292296600567,60988,832553,"2020-12-01",1,0,0,1,0,0,2,4,4,2,6,60,TRUE,"Age 56+","High","Urban","Medium","Positive"
"6953","Period 3",0.0268292296600567,60989,832577,"2020-12-01",1,0,0,1,0,0,1,5,5,4,5,69,TRUE,"Age 56+","Medium","Rural","Medium","Positive"
"6954","Period 3",0.0268292296600567,60990,832614,"2020-12-01",1,1,0,0,0,0,1,8,6,4,2,48,FALSE,"Age 30-55","Low","Rural","Medium","Positive"
"6955","Period 3",0.0268292296600567,60991,832700,"2020-12-01",1,0,0,1,0,0,1,4,3,2,6,72,TRUE,"Age 56+","High","Urban","Low","Positive"
"6956","Period 3",0.0268292296600567,60992,832724,"2020-12-01",1,1,0,1,0,0,1,5,3,4,4,76,TRUE,"Age 56+","Medium","Rural","Low","Positive"
"6957","Period 3",0.0268292296600567,60993,832727,"2020-12-01",1,1,0,0,0,0,2,6,3,4,4,55,FALSE,"Age 30-55","Medium","Rural","Low","Positive"
"6958","Period 3",0.0268292296600567,64274,890882,"2020-12-01",1,1,0,0,0,0,2,7,4,4,4,48,FALSE,"Age 30-55","Medium","Rural","Medium","Positive"
"6959","Period 3",0.0268292296600567,60995,832752,"2020-12-01",1,1,0,1,0,0,1,7,7,5,4,56,TRUE,"Age 56+","Medium","Rural","High","Positive"
"6960","Period 3",0.0268292296600567,60996,832770,"2020-12-01",0,1,0,0,0,0,2,5,6,2,6,31,FALSE,"Age 30-55","High","Urban","Medium","Positive"
"6961","Period 3",0.0268292296600567,64277,890949,"2020-12-01",1,1,0,0,0,0,1,8,6,2,4,31,FALSE,"Age 30-55","Medium","Urban","Medium","Positive"
"6962","Period 3",0.0268292296600567,60998,832807,"2020-12-01",1,1,0,0,0,0,1,6,7,4,5,36,FALSE,"Age 30-55","Medium","Rural","High","Positive"
"6963","Period 3",0.0268292296600567,60999,832808,"2020-12-01",1,1,0,0,0,0,1,9,6,2,4,56,FALSE,"Age 56+","Medium","Urban","Medium","Positive"
"6964","Period 3",0.0268292296600567,61000,832812,"2020-12-01",1,1,0,0,0,0,1,7,7,1,2,66,FALSE,"Age 56+","Low","Urban","High","Positive"
"6965","Period 3",0.0268292296600567,61001,832830,"2020-12-01",1,0,0,0,0,0,1,7,4,3,4,72,FALSE,"Age 56+","Medium","Rural","Medium","Positive"
"6966","Period 3",0.0268292296600567,61002,832861,"2020-12-01",1,1,0,1,0,0,1,8,6,1,5,71,TRUE,"Age 56+","Medium","Urban","Medium","Positive"
"6967","Period 3",0.0268292296600567,61003,832888,"2020-12-01",1,1,0,0,0,0,1,7,5,5,6,28,FALSE,"Age 16-29","High","Rural","Medium","Positive"
"6968","Period 3",0.0268292296600567,61004,832906,"2020-12-01",1,1,0,0,0,0,1,8,7,2,5,27,FALSE,"Age 16-29","Medium","Urban","High","Positive"
"6969","Period 3",0.0268292296600567,61005,832910,"2020-12-01",1,0,0,1,0,0,2,8,6,1,5,70,TRUE,"Age 56+","Medium","Urban","Medium","Positive"
"6970","Period 3",0.0268292296600567,61006,832931,"2020-12-01",1,0,0,0,0,0,2,7,4,5,5,50,FALSE,"Age 30-55","Medium","Rural","Medium","Positive"
"6971","Period 3",0.0268292296600567,61007,832952,"2020-12-01",0,0,0,0,1,0,3,5,5,4,1,28,FALSE,"Age 16-29","Low","Rural","Medium","Positive"
"6972","Period 3",0.0268292296600567,61008,832989,"2020-12-01",1,1,0,1,0,0,1,8,4,2,2,76,TRUE,"Age 56+","Low","Urban","Medium","Positive"
"6973","Period 3",0.0268292296600567,61009,832995,"2020-12-01",-9,-9,-9,-9,-9,-9,2,5,5,2,2,28,FALSE,"Age 16-29","Low","Urban","Medium","Positive"
"6974","Period 3",0.0268292296600567,61010,832997,"2020-12-01",1,0,0,1,0,0,1,7,7,3,2,67,TRUE,"Age 56+","Low","Rural","High","Positive"
"6975","Period 3",0.0268292296600567,61011,833023,"2020-12-01",1,1,1,0,0,0,1,9,5,1,1,59,TRUE,"Age 56+","Low","Urban","Medium","Positive"
"6976","Period 3",0.0268292296600567,61012,833035,"2020-12-01",0,0,0,0,0,1,2,7,3,2,2,41,FALSE,"Age 30-55","Low","Urban","Low","Positive"
"6977","Period 3",0.0268292296600567,61013,833041,"2020-12-01",1,1,0,1,0,0,1,5,4,3,4,61,TRUE,"Age 56+","Medium","Rural","Medium","Positive"
"6978","Period 3",0.0268292296600567,61014,833068,"2020-12-01",0,1,0,0,0,0,2,7,8,5,3,21,FALSE,"Age 16-29","Medium","Rural","High","Positive"
"6979","Period 3",0.0268292296600567,61015,833071,"2020-12-01",1,1,0,1,0,0,2,6,6,4,4,54,TRUE,"Age 30-55","Medium","Rural","Medium","Positive"
"6980","Period 3",0.0268292296600567,64296,891229,"2020-12-01",1,1,0,0,0,0,1,8,7,3,5,44,FALSE,"Age 30-55","Medium","Rural","High","Positive"
"6981","Period 3",0.0268292296600567,61017,833081,"2020-12-01",1,0,0,1,0,0,2,8,7,2,5,79,TRUE,"Age 56+","Medium","Urban","High","Positive"
"6982","Period 3",0.0268292296600567,61018,833105,"2020-12-01",1,1,0,1,0,0,1,8,6,5,5,61,TRUE,"Age 56+","Medium","Rural","Medium","Positive"
"6983","Period 3",0.0268292296600567,61019,833123,"2020-12-01",1,1,0,1,0,0,1,5,2,4,5,67,TRUE,"Age 56+","Medium","Rural","Low","Positive"
"6984","Period 3",0.0268292296600567,61020,833132,"2020-12-01",1,1,0,1,0,0,1,7,6,3,4,45,TRUE,"Age 30-55","Medium","Rural","Medium","Positive"
"6985","Period 3",0.0268292296600567,61021,833200,"2020-12-01",1,1,0,1,0,0,1,7,8,5,1,71,TRUE,"Age 56+","Low","Rural","High","Positive"
"6986","Period 3",0.0268292296600567,61022,833221,"2020-12-01",1,1,0,0,0,0,1,7,5,2,5,45,FALSE,"Age 30-55","Medium","Urban","Medium","Positive"
"6987","Period 3",0.0268292296600567,61023,833239,"2020-12-01",1,1,0,0,0,0,1,4,2,3,5,47,FALSE,"Age 30-55","Medium","Rural","Low","Positive"
"6988","Period 3",0.0268292296600567,61024,833245,"2020-12-01",1,1,0,0,0,0,2,7,7,3,5,25,FALSE,"Age 16-29","Medium","Rural","High","Positive"
"6989","Period 3",0.0268292296600567,61025,833249,"2020-12-01",1,1,0,0,0,0,2,8,8,4,5,29,FALSE,"Age 16-29","Medium","Rural","High","Positive"
"6990","Period 3",0.0268292296600567,61026,833261,"2020-12-01",1,0,1,0,0,0,2,5,2,5,2,77,TRUE,"Age 56+","Low","Rural","Low","Positive"
"6991","Period 3",0.0268292296600567,61027,833282,"2020-12-01",0,1,0,0,0,0,3,5,5,3,3,18,FALSE,"Age 16-29","Medium","Rural","Medium","Positive"
"6992","Period 3",0.0268292296600567,64308,891445,"2020-12-01",0,1,0,0,0,0,1,7,8,3,4,21,FALSE,"Age 16-29","Medium","Rural","High","Positive"
"6993","Period 3",0.0268292296600567,61029,833291,"2020-12-01",1,0,0,1,0,0,2,6,4,3,5,85,TRUE,"Age 56+","Medium","Rural","Medium","Positive"
"6994","Period 3",0.0268292296600567,61030,833306,"2020-12-01",1,1,0,0,0,0,1,7,7,5,5,39,FALSE,"Age 30-55","Medium","Rural","High","Positive"
"6995","Period 3",0.0268292296600567,61031,833346,"2020-12-01",1,1,0,0,0,0,1,7,8,5,2,80,FALSE,"Age 56+","Low","Rural","High","Positive"
"6996","Period 3",0.0268292296600567,61032,833349,"2020-12-01",1,1,0,0,0,0,2,5,2,1,2,42,FALSE,"Age 30-55","Low","Urban","Low","Positive"
"6997","Period 3",0.0268292296600567,61033,833364,"2020-12-01",1,0,0,1,0,0,2,5,4,4,4,57,TRUE,"Age 56+","Medium","Rural","Medium","Positive"
"6998","Period 3",0.0268292296600567,61034,833382,"2020-12-01",1,1,0,0,0,0,2,5,3,1,4,41,FALSE,"Age 30-55","Medium","Urban","Low","Positive"
"6999","Period 3",0.0268292296600567,61035,833396,"2020-12-01",1,1,0,0,0,0,1,5,2,3,2,70,FALSE,"Age 56+","Low","Rural","Low","Positive"
"7000","Period 3",0.0268292296600567,61036,833438,"2020-12-01",1,1,0,0,0,0,2,7,5,4,5,35,FALSE,"Age 30-55","Medium","Rural","Medium","Positive"
"7001","Period 3",0.0268292296600567,61037,833441,"2020-12-01",1,1,0,1,0,0,1,8,3,5,6,48,TRUE,"Age 30-55","High","Rural","Low","Positive"
"7002","Period 3",0.0268292296600567,61038,833444,"2020-12-01",1,1,0,0,0,0,1,8,4,2,4,53,FALSE,"Age 30-55","Medium","Urban","Medium","Positive"
"7003","Period 3",0.0268292296600567,61039,833450,"2020-12-01",1,0,0,1,0,0,2,8,7,2,4,76,TRUE,"Age 56+","Medium","Urban","High","Positive"
"7004","Period 3",0.0268292296600567,61040,833464,"2020-12-01",1,0,0,0,0,0,2,5,5,3,5,62,FALSE,"Age 56+","Medium","Rural","Medium","Positive"
"7005","Period 3",0.0268292296600567,61041,833511,"2020-12-01",1,1,0,0,0,0,2,8,6,2,3,17,FALSE,"Age 16-29","Medium","Urban","Medium","Positive"
"7006","Period 3",0.0268292296600567,61042,833547,"2020-12-01",1,0,0,0,0,0,2,5,2,5,1,59,FALSE,"Age 56+","Low","Rural","Low","Positive"
"7007","Period 3",0.0268292296600567,61043,833557,"2020-12-01",1,0,0,0,0,0,2,5,6,2,2,69,FALSE,"Age 56+","Low","Urban","Medium","Positive"
"7008","Period 3",0.0268292296600567,61044,833560,"2020-12-01",1,1,0,1,0,0,1,4,2,5,5,51,TRUE,"Age 30-55","Medium","Rural","Low","Positive"
"7009","Period 3",0.0268292296600567,61045,833561,"2020-12-01",1,0,0,0,0,0,1,5,6,4,4,29,FALSE,"Age 16-29","Medium","Rural","Medium","Positive"
"7010","Period 3",0.0268292296600567,61046,833569,"2020-12-01",1,0,0,1,0,0,2,8,7,4,1,71,TRUE,"Age 56+","Low","Rural","High","Positive"
"7011","Period 3",0.0268292296600567,61047,833570,"2020-12-01",0,1,0,1,0,0,2,7,6,4,5,60,TRUE,"Age 56+","Medium","Rural","Medium","Positive"
"7012","Period 3",0.0268292296600567,61048,833581,"2020-12-01",1,0,0,1,0,0,1,7,5,5,4,68,TRUE,"Age 56+","Medium","Rural","Medium","Positive"
"7013","Period 3",0.0268292296600567,61049,833612,"2020-12-01",1,1,0,1,0,0,1,7,8,5,3,20,TRUE,"Age 16-29","Medium","Rural","High","Positive"
"7014","Period 3",0.0268292296600567,61050,833636,"2020-12-01",1,1,0,1,0,0,1,7,0,3,4,60,TRUE,"Age 56+","Medium","Rural","Low","Positive"
"7015","Period 3",0.0268292296600567,61051,833639,"2020-12-01",1,1,0,0,0,0,1,8,7,3,5,51,FALSE,"Age 30-55","Medium","Rural","High","Positive"
"7016","Period 3",0.0268292296600567,61052,833657,"2020-12-01",1,1,0,0,0,0,2,6,4,5,6,25,FALSE,"Age 16-29","High","Rural","Medium","Positive"
"7017","Period 3",0.0268292296600567,61053,833700,"2020-12-01",1,0,0,1,0,0,1,8,7,4,6,82,TRUE,"Age 56+","High","Rural","High","Positive"
"7018","Period 3",0.0268292296600567,61054,833724,"2020-12-01",1,1,0,0,0,0,2,7,7,1,5,69,FALSE,"Age 56+","Medium","Urban","High","Positive"
"7019","Period 3",0.0268292296600567,61055,833752,"2020-12-01",0,1,0,1,0,0,1,7,6,4,6,29,TRUE,"Age 16-29","High","Rural","Medium","Positive"
"7020","Period 3",0.0268292296600567,61056,833758,"2020-12-01",1,1,0,0,0,0,2,5,4,4,3,73,FALSE,"Age 56+","Medium","Rural","Medium","Positive"
"7021","Period 3",0.0268292296600567,61057,833767,"2020-12-01",1,1,0,0,0,0,2,6,6,3,1,18,FALSE,"Age 16-29","Low","Rural","Medium","Positive"
"7022","Period 3",0.0268292296600567,61058,833779,"2020-12-01",1,0,0,1,0,0,2,6,6,4,3,66,TRUE,"Age 56+","Medium","Rural","Medium","Positive"
"7023","Period 3",0.0268292296600567,61059,833782,"2020-12-01",0,0,0,0,1,0,2,3,2,5,4,33,FALSE,"Age 30-55","Medium","Rural","Low","Positive"
"7024","Period 3",0.0268292296600567,61060,833795,"2020-12-01",1,1,1,0,0,0,1,4,4,5,4,67,TRUE,"Age 56+","Medium","Rural","Medium","Positive"
"7025","Period 3",0.0268292296600567,61061,833801,"2020-12-01",1,0,0,1,0,0,1,8,8,2,3,70,TRUE,"Age 56+","Medium","Urban","High","Positive"
"7026","Period 3",0.0268292296600567,61062,833831,"2020-12-01",1,1,0,1,0,1,1,7,7,5,2,20,TRUE,"Age 16-29","Low","Rural","High","Positive"
"7027","Period 3",0.0268292296600567,61063,833883,"2020-12-01",1,0,0,1,0,0,1,6,4,3,2,66,TRUE,"Age 56+","Low","Rural","Medium","Positive"
"7028","Period 3",0.0268292296600567,61064,833895,"2020-12-01",1,1,0,0,0,0,1,6,5,4,4,51,FALSE,"Age 30-55","Medium","Rural","Medium","Positive"
"7029","Period 3",0.0268292296600567,61065,833923,"2020-12-01",1,0,0,1,0,0,1,6,2,1,2,70,TRUE,"Age 56+","Low","Urban","Low","Positive"
"7030","Period 3",0.0268292296600567,61066,833934,"2020-12-01",1,1,0,0,0,0,1,7,6,3,5,56,FALSE,"Age 56+","Medium","Rural","Medium","Positive"
"7031","Period 3",0.0268292296600567,61067,833950,"2020-12-01",1,1,0,0,0,0,2,7,6,3,1,16,FALSE,"Age 16-29","Low","Rural","Medium","Positive"
"7032","Period 3",0.0268292296600567,61068,833963,"2020-12-01",1,1,0,0,0,0,1,6,4,1,1,44,FALSE,"Age 30-55","Low","Urban","Medium","Positive"
"7033","Period 3",0.0268292296600567,61069,833975,"2020-12-01",1,1,0,1,0,0,2,8,5,3,2,77,TRUE,"Age 56+","Low","Rural","Medium","Positive"
"7034","Period 3",0.0268292296600567,61070,833993,"2020-12-01",1,1,0,1,0,0,1,0,0,4,3,66,TRUE,"Age 56+","Medium","Rural","Low","Positive"
"7035","Period 3",0.0268292296600567,61071,834002,"2020-12-01",1,1,1,1,0,0,1,8,6,4,5,48,TRUE,"Age 30-55","Medium","Rural","Medium","Positive"
"7036","Period 3",0.0268292296600567,61072,834014,"2020-12-01",0,0,0,0,1,0,2,6,4,2,5,57,FALSE,"Age 56+","Medium","Urban","Medium","Positive"
"7037","Period 3",0.0268292296600567,61073,834051,"2020-12-01",1,1,0,0,0,0,2,5,0,1,5,47,FALSE,"Age 30-55","Medium","Urban","Low","Positive"
"7038","Period 3",0.0268292296600567,61074,834057,"2020-12-01",1,1,0,1,0,0,1,4,2,2,5,72,TRUE,"Age 56+","Medium","Urban","Low","Positive"
"7039","Period 3",0.0268292296600567,61075,834088,"2020-12-01",1,1,0,0,0,0,2,5,8,5,4,38,FALSE,"Age 30-55","Medium","Rural","High","Positive"
"7040","Period 3",0.0268292296600567,61076,834089,"2020-12-01",1,0,0,0,0,0,1,5,4,2,5,71,FALSE,"Age 56+","Medium","Urban","Medium","Positive"
"7041","Period 3",0.0268292296600567,61077,834094,"2020-12-01",1,1,0,0,0,0,2,7,7,4,5,45,FALSE,"Age 30-55","Medium","Rural","High","Positive"
"7042","Period 3",0.0268292296600567,61078,834100,"2020-12-01",1,1,1,1,0,0,1,7,6,1,5,62,TRUE,"Age 56+","Medium","Urban","Medium","Positive"
"7043","Period 3",0.0268292296600567,61079,834106,"2020-12-01",1,1,0,1,0,0,1,8,6,2,4,67,TRUE,"Age 56+","Medium","Urban","Medium","Positive"
"7044","Period 3",0.0268292296600567,64360,892459,"2020-12-01",1,1,0,1,0,0,1,6,5,4,6,25,TRUE,"Age 16-29","High","Rural","Medium","Positive"
"7045","Period 3",0.0268292296600567,61081,834126,"2020-12-01",1,0,0,0,0,0,2,7,7,2,4,37,FALSE,"Age 30-55","Medium","Urban","High","Positive"
"7046","Period 3",0.0268292296600567,61082,834133,"2020-12-01",1,1,0,1,0,0,1,8,7,1,6,28,TRUE,"Age 16-29","High","Urban","High","Positive"
"7047","Period 3",0.0268292296600567,61083,834149,"2020-12-01",1,0,0,0,0,0,1,5,5,1,5,60,FALSE,"Age 56+","Medium","Urban","Medium","Positive"
"7048","Period 3",0.0268292296600567,61084,834170,"2020-12-01",1,0,0,0,0,0,2,5,5,4,2,74,FALSE,"Age 56+","Low","Rural","Medium","Positive"
"7049","Period 3",0.0268292296600567,61085,834219,"2020-12-01",0,1,0,0,0,0,2,9,8,2,1,40,FALSE,"Age 30-55","Low","Urban","High","Positive"
"7050","Period 3",0.0268292296600567,61086,834225,"2020-12-01",1,1,0,0,0,0,2,2,0,2,4,79,FALSE,"Age 56+","Medium","Urban","Low","Positive"
"7051","Period 3",0.0268292296600567,61087,834237,"2020-12-01",1,1,0,1,0,0,1,8,8,3,5,35,TRUE,"Age 30-55","Medium","Rural","High","Positive"
"7052","Period 3",0.0268292296600567,64368,892630,"2020-12-01",1,1,0,0,0,0,2,7,5,4,2,68,FALSE,"Age 56+","Low","Rural","Medium","Positive"
"7053","Period 3",0.0268292296600567,61089,834266,"2020-12-01",1,1,0,1,0,0,1,6,5,4,5,55,TRUE,"Age 30-55","Medium","Rural","Medium","Positive"
"7054","Period 3",0.0268292296600567,61090,834280,"2020-12-01",1,1,0,1,0,0,1,8,8,2,5,63,TRUE,"Age 56+","Medium","Urban","High","Positive"
"7055","Period 3",0.0268292296600567,61091,834283,"2020-12-01",1,1,0,0,0,0,1,7,6,3,4,40,FALSE,"Age 30-55","Medium","Rural","Medium","Positive"
"7056","Period 3",0.0268292296600567,61092,834292,"2020-12-01",1,0,0,1,0,0,1,7,5,2,5,72,TRUE,"Age 56+","Medium","Urban","Medium","Positive"
"7057","Period 3",0.0268292296600567,61093,834326,"2020-12-01",0,1,0,0,0,0,2,5,5,1,2,18,FALSE,"Age 16-29","Low","Urban","Medium","Positive"
"7058","Period 3",0.0268292296600567,61094,834332,"2020-12-01",1,1,0,1,0,0,1,7,3,1,6,71,TRUE,"Age 56+","High","Urban","Low","Positive"
"7059","Period 3",0.0268292296600567,61095,834341,"2020-12-01",1,1,0,0,0,0,2,8,8,4,5,56,FALSE,"Age 56+","Medium","Rural","High","Positive"
"7060","Period 3",0.0268292296600567,61096,834356,"2020-12-01",1,0,0,1,0,0,2,8,7,4,2,73,TRUE,"Age 56+","Low","Rural","High","Positive"
"7061","Period 3",0.0268292296600567,61097,834368,"2020-12-01",1,1,0,0,0,0,1,5,1,2,4,53,FALSE,"Age 30-55","Medium","Urban","Low","Positive"
"7062","Period 3",0.0268292296600567,64378,892837,"2020-12-01",1,1,0,0,0,0,2,9,9,3,6,39,FALSE,"Age 30-55","High","Rural","High","Positive"
"7063","Period 3",0.0268292296600567,61099,834408,"2020-12-01",1,1,0,0,0,0,1,8,6,4,2,43,FALSE,"Age 30-55","Low","Rural","Medium","Positive"
"7064","Period 3",0.0268292296600567,61100,834429,"2020-12-01",1,0,0,1,0,0,2,9,8,4,2,76,TRUE,"Age 56+","Low","Rural","High","Positive"
"7065","Period 3",0.0268292296600567,61101,834444,"2020-12-01",1,1,0,0,0,0,2,8,6,3,3,19,FALSE,"Age 16-29","Medium","Rural","Medium","Positive"
"7066","Period 3",0.0268292296600567,61102,834445,"2020-12-01",0,1,0,0,0,0,2,5,5,1,5,38,FALSE,"Age 30-55","Medium","Urban","Medium","Positive"
"7067","Period 3",0.0268292296600567,61103,834452,"2020-12-01",1,1,0,0,0,0,1,7,5,2,5,60,FALSE,"Age 56+","Medium","Urban","Medium","Positive"
"7068","Period 3",0.0268292296600567,61104,834453,"2020-12-01",1,0,0,1,0,0,2,7,6,3,2,72,TRUE,"Age 56+","Low","Rural","Medium","Positive"
"7069","Period 3",0.0268292296600567,61105,834500,"2020-12-01",1,0,0,0,0,0,1,7,8,2,2,62,FALSE,"Age 56+","Low","Urban","High","Positive"
"7070","Period 3",0.0268292296600567,61106,834521,"2020-12-01",0,1,0,0,0,0,2,6,6,4,2,33,FALSE,"Age 30-55","Low","Rural","Medium","Positive"
"7071","Period 3",0.0268292296600567,61107,834576,"2020-12-01",1,1,0,0,0,0,2,0,0,3,2,61,FALSE,"Age 56+","Low","Rural","Low","Positive"
"7072","Period 3",0.0268292296600567,61108,834591,"2020-12-01",1,1,0,0,0,0,1,2,3,2,5,57,FALSE,"Age 56+","Medium","Urban","Low","Positive"
"7073","Period 3",0.0268292296600567,61109,834594,"2020-12-01",1,1,0,1,0,0,1,7,5,4,5,57,TRUE,"Age 56+","Medium","Rural","Medium","Positive"
"7074","Period 3",0.0268292296600567,61110,834609,"2020-12-01",1,0,0,1,0,0,1,6,5,3,2,93,TRUE,"Age 56+","Low","Rural","Medium","Positive"
"7075","Period 3",0.0268292296600567,61111,834613,"2020-12-01",0,1,0,1,0,0,1,8,7,5,6,42,TRUE,"Age 30-55","High","Rural","High","Positive"
"7076","Period 3",0.0268292296600567,61112,834640,"2020-12-01",1,0,0,1,0,0,2,8,7,5,2,72,TRUE,"Age 56+","Low","Rural","High","Positive"
"7077","Period 3",0.0268292296600567,61113,834652,"2020-12-01",1,1,0,0,0,0,2,8,7,1,3,62,FALSE,"Age 56+","Medium","Urban","High","Positive"
"7078","Period 3",0.0268292296600567,61114,834692,"2020-12-01",0,0,0,1,0,0,2,9,6,2,2,80,TRUE,"Age 56+","Low","Urban","Medium","Positive"
"7079","Period 3",0.0268292296600567,61115,834705,"2020-12-01",1,0,0,0,0,0,2,8,7,5,5,46,FALSE,"Age 30-55","Medium","Rural","High","Positive"
"7080","Period 3",0.0268292296600567,61116,834747,"2020-12-01",1,1,0,0,0,0,2,7,6,5,5,47,FALSE,"Age 30-55","Medium","Rural","Medium","Positive"
"7081","Period 3",0.0268292296600567,61117,834756,"2020-12-01",0,1,0,1,0,0,1,8,8,5,3,23,TRUE,"Age 16-29","Medium","Rural","High","Positive"
"7082","Period 3",0.0268292296600567,61118,834759,"2020-12-01",1,0,0,1,0,0,1,5,4,4,2,64,TRUE,"Age 56+","Low","Rural","Medium","Positive"
"7083","Period 3",0.0268292296600567,64399,893203,"2020-12-01",1,1,0,0,0,0,2,2,5,2,2,45,FALSE,"Age 30-55","Low","Urban","Medium","Positive"
"7084","Period 3",0.0268292296600567,61120,834771,"2020-12-01",1,1,0,1,0,0,1,8,7,2,5,52,TRUE,"Age 30-55","Medium","Urban","High","Positive"
"7085","Period 3",0.0268292296600567,61121,834818,"2020-12-01",1,1,0,1,0,0,1,8,9,2,6,66,TRUE,"Age 56+","High","Urban","High","Positive"
"7086","Period 3",0.0268292296600567,61122,834820,"2020-12-01",1,0,0,0,0,0,3,7,1,2,4,59,FALSE,"Age 56+","Medium","Urban","Low","Positive"
"7087","Period 3",0.0268292296600567,61123,834838,"2020-12-01",1,1,0,0,0,0,1,2,0,2,5,66,FALSE,"Age 56+","Medium","Urban","Low","Positive"
"7088","Period 3",0.0268292296600567,61124,834844,"2020-12-01",1,0,0,1,0,0,2,5,5,5,4,55,TRUE,"Age 30-55","Medium","Rural","Medium","Positive"
"7089","Period 3",0.0268292296600567,64405,893252,"2020-12-01",1,1,0,0,0,0,1,6,5,4,2,39,FALSE,"Age 30-55","Low","Rural","Medium","Positive"
"7090","Period 3",0.0268292296600567,61126,834871,"2020-12-01",1,1,0,0,0,0,1,5,4,2,1,69,FALSE,"Age 56+","Low","Urban","Medium","Positive"
"7091","Period 3",0.0268292296600567,61127,834881,"2020-12-01",1,1,0,1,0,0,1,6,8,3,5,73,TRUE,"Age 56+","Medium","Rural","High","Positive"
"7092","Period 3",0.0268292296600567,61128,834890,"2020-12-01",1,1,0,0,0,0,2,7,5,4,6,31,FALSE,"Age 30-55","High","Rural","Medium","Positive"
"7093","Period 3",0.0268292296600567,61129,834905,"2020-12-01",1,0,0,1,0,0,1,8,9,5,5,72,TRUE,"Age 56+","Medium","Rural","High","Positive"
"7094","Period 3",0.0268292296600567,61130,834954,"2020-12-01",1,1,0,0,0,0,1,4,3,4,4,50,FALSE,"Age 30-55","Medium","Rural","Low","Positive"
"7095","Period 3",0.0268292296600567,61131,834980,"2020-12-01",1,1,0,0,0,0,2,8,7,1,5,47,FALSE,"Age 30-55","Medium","Urban","High","Positive"
"7096","Period 3",0.0268292296600567,61132,834982,"2020-12-01",1,0,0,0,0,0,1,6,7,4,5,83,FALSE,"Age 56+","Medium","Rural","High","Positive"
"7097","Period 3",0.0268292296600567,61133,834998,"2020-12-01",1,1,0,1,0,0,1,8,7,2,6,47,TRUE,"Age 30-55","High","Urban","High","Positive"
"7098","Period 3",0.0268292296600567,61134,835010,"2020-12-01",1,1,0,0,0,0,2,7,7,3,4,59,FALSE,"Age 56+","Medium","Rural","High","Positive"
"7099","Period 3",0.0268292296600567,61135,835021,"2020-12-01",1,1,0,0,0,0,1,4,6,1,1,44,FALSE,"Age 30-55","Low","Urban","Medium","Positive"
"7100","Period 3",0.0268292296600567,61136,835037,"2020-12-01",1,1,0,1,0,0,1,3,4,5,6,67,TRUE,"Age 56+","High","Rural","Medium","Positive"
"7101","Period 3",0.0268292296600567,61137,835055,"2020-12-01",1,1,0,0,0,0,1,1,1,1,3,39,FALSE,"Age 30-55","Medium","Urban","Low","Positive"
"7102","Period 3",0.0268292296600567,61138,835067,"2020-12-01",1,1,0,1,0,0,1,4,5,5,2,73,TRUE,"Age 56+","Low","Rural","Medium","Positive"
"7103","Period 3",0.0268292296600567,61139,835089,"2020-12-01",1,1,0,1,0,0,2,7,7,5,2,63,TRUE,"Age 56+","Low","Rural","High","Positive"
"7104","Period 3",0.0268292296600567,61140,835119,"2020-12-01",1,1,0,0,0,0,1,7,6,1,1,66,FALSE,"Age 56+","Low","Urban","Medium","Positive"
"7105","Period 3",0.0268292296600567,61141,835125,"2020-12-01",1,1,0,1,0,0,1,7,7,4,5,70,TRUE,"Age 56+","Medium","Rural","High","Positive"
"7106","Period 3",0.0268292296600567,61142,835131,"2020-12-01",1,0,0,0,0,0,2,8,7,5,5,47,FALSE,"Age 30-55","Medium","Rural","High","Positive"
"7107","Period 3",0.0268292296600567,61143,835159,"2020-12-01",1,1,1,0,0,0,2,4,1,2,1,53,TRUE,"Age 30-55","Low","Urban","Low","Positive"
"7108","Period 3",0.0268292296600567,61144,835180,"2020-12-01",1,1,0,1,0,0,1,3,2,3,5,77,TRUE,"Age 56+","Medium","Rural","Low","Positive"
"7109","Period 3",0.0268292296600567,61145,835183,"2020-12-01",0,0,0,0,1,0,3,2,1,1,6,31,FALSE,"Age 30-55","High","Urban","Low","Positive"
