"","time_point","sentiment","X","nomem_encr","date","follow_the_news_tv.radio","follow_the_news_internet","follow_the_news_free.newspaper","follow_the_news_paid.newspaper","follow_the_news_not.hardly","follow_the_news_dont_know","interested_in_the_news","confidence_dutch_parliament","confidence_eu_parliament","rural_urban","education","age","news_consumption","cohort","edu","urb","trust_eu_levels","sentiment_binary"
"1","Period 1",0.0129972529608938,54037,800009,"2019-12-01",1,1,0,1,0,1,1,7,1,5,5,64,TRUE,"Age 56+","Medium","Rural","Low","Positive"
"2","Period 1",0.0129972529608938,54038,800015,"2019-12-01",1,1,1,0,0,0,1,9,6,1,6,57,TRUE,"Age 56+","High","Urban","Medium","Positive"
"3","Period 1",0.0129972529608938,54039,800054,"2019-12-01",1,1,0,1,0,0,1,7,7,4,2,73,TRUE,"Age 56+","Low","Rural","High","Positive"
"4","Period 1",0.0129972529608938,57320,865106,"2019-12-01",1,1,0,0,0,0,2,6,6,4,2,62,FALSE,"Age 56+","Low","Rural","Medium","Positive"
"5","Period 1",0.0129972529608938,54041,800085,"2019-12-01",1,0,0,1,0,0,1,7,6,5,4,42,TRUE,"Age 30-55","Medium","Rural","Medium","Positive"
"6","Period 1",0.0129972529608938,54042,800100,"2019-12-01",1,1,0,0,0,0,1,7,0,1,4,29,FALSE,"Age 16-29","Medium","Urban","Low","Positive"
"7","Period 1",0.0129972529608938,54043,800119,"2019-12-01",1,0,0,0,0,0,1,7,4,3,2,69,FALSE,"Age 56+","Low","Rural","Medium","Positive"
"8","Period 1",0.0129972529608938,57324,865182,"2019-12-01",1,0,0,1,0,0,1,1,0,4,2,75,TRUE,"Age 56+","Low","Rural","Low","Positive"
"9","Period 1",0.0129972529608938,54045,800161,"2019-12-01",1,1,0,0,0,0,2,7,6,4,5,49,FALSE,"Age 30-55","Medium","Rural","Medium","Positive"
"10","Period 1",0.0129972529608938,54046,800170,"2019-12-01",1,1,0,0,0,0,1,2,3,2,4,61,FALSE,"Age 56+","Medium","Urban","Low","Positive"
"11","Period 1",0.0129972529608938,54047,800186,"2019-12-01",1,0,0,1,0,0,1,7,7,3,2,80,TRUE,"Age 56+","Low","Rural","High","Positive"
"12","Period 1",0.0129972529608938,54048,800201,"2019-12-01",1,1,1,0,0,0,1,7,7,4,4,46,TRUE,"Age 30-55","Medium","Rural","High","Positive"
"13","Period 1",0.0129972529608938,57329,865325,"2019-12-01",1,1,0,0,0,0,2,5,3,3,4,40,FALSE,"Age 30-55","Medium","Rural","Low","Positive"
"14","Period 1",0.0129972529608938,54050,800216,"2019-12-01",1,1,0,1,0,0,1,3,2,5,4,61,TRUE,"Age 56+","Medium","Rural","Low","Positive"
"15","Period 1",0.0129972529608938,54051,800228,"2019-12-01",1,0,0,1,0,0,1,7,2,2,6,67,TRUE,"Age 56+","High","Urban","Low","Positive"
"16","Period 1",0.0129972529608938,54052,800244,"2019-12-01",1,1,0,0,0,0,2,7,3,3,5,64,FALSE,"Age 56+","Medium","Rural","Low","Positive"
"17","Period 1",0.0129972529608938,57333,865364,"2019-12-01",0,1,0,0,0,0,3,4,2,4,4,34,FALSE,"Age 30-55","Medium","Rural","Low","Positive"
"18","Period 1",0.0129972529608938,54054,800289,"2019-12-01",1,1,0,1,0,0,1,5,0,4,2,66,TRUE,"Age 56+","Low","Rural","Low","Positive"
"19","Period 1",0.0129972529608938,54055,800360,"2019-12-01",1,1,0,1,0,0,1,6,6,2,5,67,TRUE,"Age 56+","Medium","Urban","Medium","Positive"
"20","Period 1",0.0129972529608938,54056,800372,"2019-12-01",1,1,1,0,0,0,2,6,5,3,4,29,TRUE,"Age 16-29","Medium","Rural","Medium","Positive"
"21","Period 1",0.0129972529608938,54057,800392,"2019-12-01",0,0,0,0,0,1,1,5,1,5,4,57,FALSE,"Age 56+","Medium","Rural","Low","Positive"
"22","Period 1",0.0129972529608938,54058,800440,"2019-12-01",1,1,0,0,0,0,1,7,7,4,5,31,FALSE,"Age 30-55","Medium","Rural","High","Positive"
"23","Period 1",0.0129972529608938,54059,800445,"2019-12-01",1,1,0,0,0,0,1,3,1,5,4,43,FALSE,"Age 30-55","Medium","Rural","Low","Positive"
"24","Period 1",0.0129972529608938,54060,800463,"2019-12-01",0,1,0,0,0,0,1,7,9,3,4,29,FALSE,"Age 16-29","Medium","Rural","High","Positive"
"25","Period 1",0.0129972529608938,54061,800497,"2019-12-01",1,0,0,1,0,0,2,8,8,5,3,76,TRUE,"Age 56+","Medium","Rural","High","Positive"
"26","Period 1",0.0129972529608938,54062,800500,"2019-12-01",1,0,0,0,0,0,2,1,0,4,1,67,FALSE,"Age 56+","Low","Rural","Low","Positive"
"27","Period 1",0.0129972529608938,57343,865490,"2019-12-01",1,1,1,0,0,0,2,6,5,1,5,30,TRUE,"Age 30-55","Medium","Urban","Medium","Positive"
"28","Period 1",0.0129972529608938,54064,800570,"2019-12-01",1,1,0,0,0,0,2,7,5,4,5,42,FALSE,"Age 30-55","Medium","Rural","Medium","Positive"
"29","Period 1",0.0129972529608938,54065,800573,"2019-12-01",1,0,0,0,0,0,1,7,7,1,6,24,FALSE,"Age 16-29","High","Urban","High","Positive"
"30","Period 1",0.0129972529608938,57346,865521,"2019-12-01",1,0,0,0,0,0,2,6,6,5,5,40,FALSE,"Age 30-55","Medium","Rural","Medium","Positive"
"31","Period 1",0.0129972529608938,54067,800659,"2019-12-01",1,1,0,1,0,0,1,5,6,5,3,79,TRUE,"Age 56+","Medium","Rural","Medium","Positive"
"32","Period 1",0.0129972529608938,54068,800665,"2019-12-01",0,1,0,1,0,0,2,8,8,3,6,22,TRUE,"Age 16-29","High","Rural","High","Positive"
"33","Period 1",0.0129972529608938,54069,800671,"2019-12-01",1,0,0,1,0,0,2,7,3,4,4,67,TRUE,"Age 56+","Medium","Rural","Low","Positive"
"34","Period 1",0.0129972529608938,54070,800674,"2019-12-01",0,1,1,1,0,0,2,1,0,2,5,63,TRUE,"Age 56+","Medium","Urban","Low","Positive"
"35","Period 1",0.0129972529608938,54071,800677,"2019-12-01",1,1,0,0,0,0,1,8,6,1,3,22,FALSE,"Age 16-29","Medium","Urban","Medium","Positive"
"36","Period 1",0.0129972529608938,54072,800695,"2019-12-01",1,0,0,1,0,0,1,6,5,2,2,78,TRUE,"Age 56+","Low","Urban","Medium","Positive"
"37","Period 1",0.0129972529608938,54073,800701,"2019-12-01",1,1,0,1,0,0,2,8,8,1,6,40,TRUE,"Age 30-55","High","Urban","High","Positive"
"38","Period 1",0.0129972529608938,57354,865713,"2019-12-01",1,0,0,1,0,0,1,6,4,5,1,73,TRUE,"Age 56+","Low","Rural","Medium","Positive"
"39","Period 1",0.0129972529608938,54075,800750,"2019-12-01",1,1,0,1,0,0,1,6,6,5,6,57,TRUE,"Age 56+","High","Rural","Medium","Positive"
"40","Period 1",0.0129972529608938,54076,800762,"2019-12-01",1,1,0,1,0,0,1,3,1,4,5,48,TRUE,"Age 30-55","Medium","Rural","Low","Positive"
"41","Period 1",0.0129972529608938,54077,800775,"2019-12-01",1,1,0,1,0,0,1,7,7,5,6,50,TRUE,"Age 30-55","High","Rural","High","Positive"
"42","Period 1",0.0129972529608938,54078,800778,"2019-12-01",1,1,0,0,0,0,2,4,5,5,5,59,FALSE,"Age 56+","Medium","Rural","Medium","Positive"
"43","Period 1",0.0129972529608938,57359,865765,"2019-12-01",1,1,0,1,0,0,1,6,5,2,6,59,TRUE,"Age 56+","High","Urban","Medium","Positive"
"44","Period 1",0.0129972529608938,54080,800869,"2019-12-01",1,0,0,1,0,0,1,3,2,3,2,64,TRUE,"Age 56+","Low","Rural","Low","Positive"
"45","Period 1",0.0129972529608938,54081,800881,"2019-12-01",1,1,1,0,0,0,1,6,6,5,2,79,TRUE,"Age 56+","Low","Rural","Medium","Positive"
"46","Period 1",0.0129972529608938,54082,800894,"2019-12-01",1,1,0,0,0,0,2,6,6,3,2,71,FALSE,"Age 56+","Low","Rural","Medium","Positive"
"47","Period 1",0.0129972529608938,57363,865896,"2019-12-01",1,1,0,1,0,0,1,2,1,1,3,54,TRUE,"Age 30-55","Medium","Urban","Low","Positive"
"48","Period 1",0.0129972529608938,54084,800903,"2019-12-01",1,1,0,1,0,0,1,0,0,1,5,48,TRUE,"Age 30-55","Medium","Urban","Low","Positive"
"49","Period 1",0.0129972529608938,57365,865924,"2019-12-01",0,1,0,0,0,0,2,8,7,1,6,25,FALSE,"Age 16-29","High","Urban","High","Positive"
"50","Period 1",0.0129972529608938,54086,800918,"2019-12-01",1,1,0,0,0,0,1,4,1,3,2,65,FALSE,"Age 56+","Low","Rural","Low","Positive"
"51","Period 1",0.0129972529608938,57367,865963,"2019-12-01",1,0,0,0,0,0,2,4,6,1,3,45,FALSE,"Age 30-55","Medium","Urban","Medium","Positive"
"52","Period 1",0.0129972529608938,54088,800988,"2019-12-01",0,0,0,0,1,0,2,0,0,5,4,51,FALSE,"Age 30-55","Medium","Rural","Low","Positive"
"53","Period 1",0.0129972529608938,54089,800994,"2019-12-01",1,0,0,0,0,0,2,4,3,5,4,69,FALSE,"Age 56+","Medium","Rural","Low","Positive"
"54","Period 1",0.0129972529608938,54090,801004,"2019-12-01",1,1,0,1,0,0,1,3,2,4,2,58,TRUE,"Age 56+","Low","Rural","Low","Positive"
"55","Period 1",0.0129972529608938,54091,801031,"2019-12-01",0,1,0,0,0,0,2,6,7,3,4,47,FALSE,"Age 30-55","Medium","Rural","High","Positive"
"56","Period 1",0.0129972529608938,54092,801055,"2019-12-01",1,1,0,0,0,0,2,7,8,1,4,56,FALSE,"Age 56+","Medium","Urban","High","Positive"
"57","Period 1",0.0129972529608938,54093,801068,"2019-12-01",1,1,0,0,0,0,2,6,6,4,5,43,FALSE,"Age 30-55","Medium","Rural","Medium","Positive"
"58","Period 1",0.0129972529608938,54094,801132,"2019-12-01",1,0,0,0,0,0,2,1,1,5,4,65,FALSE,"Age 56+","Medium","Rural","Low","Positive"
"59","Period 1",0.0129972529608938,54095,801141,"2019-12-01",1,1,0,1,0,0,2,6,4,3,2,79,TRUE,"Age 56+","Low","Rural","Medium","Positive"
"60","Period 1",0.0129972529608938,54096,801144,"2019-12-01",1,1,0,0,0,0,1,6,6,1,6,52,FALSE,"Age 30-55","High","Urban","Medium","Positive"
"61","Period 1",0.0129972529608938,54097,801162,"2019-12-01",1,1,0,0,0,0,2,7,7,5,5,24,FALSE,"Age 16-29","Medium","Rural","High","Positive"
"62","Period 1",0.0129972529608938,54098,801165,"2019-12-01",1,1,0,1,0,0,1,6,6,1,3,77,TRUE,"Age 56+","Medium","Urban","Medium","Positive"
"63","Period 1",0.0129972529608938,54099,801174,"2019-12-01",1,0,0,0,0,0,2,5,5,3,2,69,FALSE,"Age 56+","Low","Rural","Medium","Positive"
"64","Period 1",0.0129972529608938,57380,866113,"2019-12-01",1,0,0,1,0,0,1,3,4,1,5,65,TRUE,"Age 56+","Medium","Urban","Medium","Positive"
"65","Period 1",0.0129972529608938,54101,801211,"2019-12-01",1,1,0,0,0,0,1,6,6,1,4,42,FALSE,"Age 30-55","Medium","Urban","Medium","Positive"
"66","Period 1",0.0129972529608938,54102,801214,"2019-12-01",1,1,0,1,0,0,1,3,3,3,5,60,TRUE,"Age 56+","Medium","Rural","Low","Positive"
"67","Period 1",0.0129972529608938,54103,801219,"2019-12-01",1,0,0,0,0,0,2,5,5,5,6,43,FALSE,"Age 30-55","High","Rural","Medium","Positive"
"68","Period 1",0.0129972529608938,54104,801229,"2019-12-01",1,1,0,0,0,0,1,1,0,3,5,62,FALSE,"Age 56+","Medium","Rural","Low","Positive"
"69","Period 1",0.0129972529608938,57385,866235,"2019-12-01",0,0,0,0,1,0,2,7,8,1,1,16,FALSE,"Age 16-29","Low","Urban","High","Positive"
"70","Period 1",0.0129972529608938,54106,801257,"2019-12-01",0,0,0,0,1,0,3,0,0,1,4,27,FALSE,"Age 16-29","Medium","Urban","Low","Positive"
"71","Period 1",0.0129972529608938,54107,801278,"2019-12-01",1,1,0,0,0,0,1,7,6,1,2,73,FALSE,"Age 56+","Low","Urban","Medium","Positive"
"72","Period 1",0.0129972529608938,54108,801287,"2019-12-01",1,1,0,0,0,0,2,7,6,5,3,63,FALSE,"Age 56+","Medium","Rural","Medium","Positive"
"73","Period 1",0.0129972529608938,54109,801300,"2019-12-01",1,1,0,1,0,0,2,4,4,4,6,50,TRUE,"Age 30-55","High","Rural","Medium","Positive"
"74","Period 1",0.0129972529608938,54110,801330,"2019-12-01",0,1,0,1,0,0,2,6,4,2,4,77,TRUE,"Age 56+","Medium","Urban","Medium","Positive"
"75","Period 1",0.0129972529608938,54111,801361,"2019-12-01",1,1,0,0,0,0,2,3,3,5,5,47,FALSE,"Age 30-55","Medium","Rural","Low","Positive"
"76","Period 1",0.0129972529608938,54112,801370,"2019-12-01",1,0,0,1,0,0,2,8,7,5,4,82,TRUE,"Age 56+","Medium","Rural","High","Positive"
"77","Period 1",0.0129972529608938,54113,801372,"2019-12-01",0,1,0,0,0,0,2,8,5,4,5,31,FALSE,"Age 30-55","Medium","Rural","Medium","Positive"
"78","Period 1",0.0129972529608938,54114,801373,"2019-12-01",1,1,0,0,0,0,2,3,3,3,5,39,FALSE,"Age 30-55","Medium","Rural","Low","Positive"
"79","Period 1",0.0129972529608938,54115,801412,"2019-12-01",1,0,0,0,0,0,2,3,1,5,5,53,FALSE,"Age 30-55","Medium","Rural","Low","Positive"
"80","Period 1",0.0129972529608938,54116,801452,"2019-12-01",1,1,0,0,0,0,1,7,5,3,5,26,FALSE,"Age 16-29","Medium","Rural","Medium","Positive"
"81","Period 1",0.0129972529608938,54117,801470,"2019-12-01",1,0,0,0,0,0,2,6,5,2,6,50,FALSE,"Age 30-55","High","Urban","Medium","Positive"
"82","Period 1",0.0129972529608938,54118,801480,"2019-12-01",1,1,0,0,0,0,1,5,5,2,3,52,FALSE,"Age 30-55","Medium","Urban","Medium","Positive"
"83","Period 1",0.0129972529608938,54119,801486,"2019-12-01",1,1,0,0,0,0,1,4,4,3,4,46,FALSE,"Age 30-55","Medium","Rural","Medium","Positive"
"84","Period 1",0.0129972529608938,54120,801498,"2019-12-01",1,1,0,1,0,0,1,7,7,4,4,72,TRUE,"Age 56+","Medium","Rural","High","Positive"
"85","Period 1",0.0129972529608938,54121,801535,"2019-12-01",1,1,0,0,0,0,1,5,8,3,3,24,FALSE,"Age 16-29","Medium","Rural","High","Positive"
"86","Period 1",0.0129972529608938,54122,801544,"2019-12-01",1,1,0,1,0,0,1,2,0,2,1,76,TRUE,"Age 56+","Low","Urban","Low","Positive"
"87","Period 1",0.0129972529608938,54123,801550,"2019-12-01",1,1,0,0,0,0,2,7,5,3,4,45,FALSE,"Age 30-55","Medium","Rural","Medium","Positive"
"88","Period 1",0.0129972529608938,54124,801556,"2019-12-01",0,1,0,0,0,0,2,3,0,2,1,86,FALSE,"Age 56+","Low","Urban","Low","Positive"
"89","Period 1",0.0129972529608938,54125,801559,"2019-12-01",1,1,0,1,0,0,2,5,5,2,4,49,TRUE,"Age 30-55","Medium","Urban","Medium","Positive"
"90","Period 1",0.0129972529608938,54126,801568,"2019-12-01",1,0,0,1,0,0,1,6,5,1,6,64,TRUE,"Age 56+","High","Urban","Medium","Positive"
"91","Period 1",0.0129972529608938,54127,801574,"2019-12-01",1,1,1,0,0,0,1,1,0,4,5,36,TRUE,"Age 30-55","Medium","Rural","Low","Positive"
"92","Period 1",0.0129972529608938,54128,801577,"2019-12-01",1,0,0,0,0,0,2,5,2,4,2,49,FALSE,"Age 30-55","Low","Rural","Low","Positive"
"93","Period 1",0.0129972529608938,54129,801589,"2019-12-01",1,0,0,0,0,0,2,4,3,5,5,38,FALSE,"Age 30-55","Medium","Rural","Low","Positive"
"94","Period 1",0.0129972529608938,54130,801599,"2019-12-01",1,0,0,1,0,1,1,3,7,2,6,69,TRUE,"Age 56+","High","Urban","High","Positive"
"95","Period 1",0.0129972529608938,54131,801602,"2019-12-01",1,1,0,0,0,0,2,5,5,4,2,60,FALSE,"Age 56+","Low","Rural","Medium","Positive"
"96","Period 1",0.0129972529608938,54132,801626,"2019-12-01",1,1,0,0,0,0,2,6,5,2,4,37,FALSE,"Age 30-55","Medium","Urban","Medium","Positive"
"97","Period 1",0.0129972529608938,54133,801635,"2019-12-01",1,0,0,1,0,0,2,5,3,5,5,49,TRUE,"Age 30-55","Medium","Rural","Low","Positive"
"98","Period 1",0.0129972529608938,54134,801657,"2019-12-01",1,0,0,1,0,0,1,7,5,5,2,70,TRUE,"Age 56+","Low","Rural","Medium","Positive"
"99","Period 1",0.0129972529608938,54135,801748,"2019-12-01",1,0,0,1,0,0,1,8,7,5,5,52,TRUE,"Age 30-55","Medium","Rural","High","Positive"
"100","Period 1",0.0129972529608938,54136,801776,"2019-12-01",1,1,0,1,0,0,2,5,5,5,4,45,TRUE,"Age 30-55","Medium","Rural","Medium","Positive"
"101","Period 1",0.0129972529608938,54137,801782,"2019-12-01",0,1,0,0,0,0,2,6,8,4,3,19,FALSE,"Age 16-29","Medium","Rural","High","Positive"
"102","Period 1",0.0129972529608938,54138,801818,"2019-12-01",1,1,0,0,0,0,2,7,8,4,5,33,FALSE,"Age 30-55","Medium","Rural","High","Positive"
"103","Period 1",0.0129972529608938,54139,801836,"2019-12-01",0,0,0,1,0,0,2,8,8,4,5,49,TRUE,"Age 30-55","Medium","Rural","High","Positive"
"104","Period 1",0.0129972529608938,54140,801849,"2019-12-01",1,0,0,0,0,0,2,2,1,2,2,63,FALSE,"Age 56+","Low","Urban","Low","Positive"
"105","Period 1",0.0129972529608938,54141,801858,"2019-12-01",1,1,0,0,0,0,2,6,5,1,1,59,FALSE,"Age 56+","Low","Urban","Medium","Positive"
"106","Period 1",0.0129972529608938,54142,801876,"2019-12-01",1,1,0,1,0,0,1,0,0,2,2,51,TRUE,"Age 30-55","Low","Urban","Low","Positive"
"107","Period 1",0.0129972529608938,54143,801914,"2019-12-01",0,0,1,0,0,0,2,6,8,1,6,31,TRUE,"Age 30-55","High","Urban","High","Positive"
"108","Period 1",0.0129972529608938,54144,801918,"2019-12-01",1,1,0,0,0,0,1,3,0,3,5,52,FALSE,"Age 30-55","Medium","Rural","Low","Positive"
"109","Period 1",0.0129972529608938,54145,801953,"2019-12-01",1,1,0,1,0,0,2,2,1,1,2,73,TRUE,"Age 56+","Low","Urban","Low","Positive"
"110","Period 1",0.0129972529608938,54146,801962,"2019-12-01",1,1,1,0,0,0,2,5,5,2,5,49,TRUE,"Age 30-55","Medium","Urban","Medium","Positive"
"111","Period 1",0.0129972529608938,54147,802032,"2019-12-01",1,1,0,1,0,0,1,5,4,3,4,74,TRUE,"Age 56+","Medium","Rural","Medium","Positive"
"112","Period 1",0.0129972529608938,54148,802035,"2019-12-01",1,1,0,1,0,0,2,5,4,4,4,71,TRUE,"Age 56+","Medium","Rural","Medium","Positive"
"113","Period 1",0.0129972529608938,54149,802072,"2019-12-01",1,0,0,0,0,0,2,3,2,4,2,50,FALSE,"Age 30-55","Low","Rural","Low","Positive"
"114","Period 1",0.0129972529608938,54150,802096,"2019-12-01",1,0,0,1,0,0,1,6,6,3,5,74,TRUE,"Age 56+","Medium","Rural","Medium","Positive"
"115","Period 1",0.0129972529608938,54151,802136,"2019-12-01",1,1,0,1,0,0,1,6,7,4,5,74,TRUE,"Age 56+","Medium","Rural","High","Positive"
"116","Period 1",0.0129972529608938,54152,802188,"2019-12-01",1,1,0,0,0,0,1,3,1,1,2,82,FALSE,"Age 56+","Low","Urban","Low","Positive"
"117","Period 1",0.0129972529608938,54153,802236,"2019-12-01",1,0,1,1,0,0,3,5,5,5,1,74,TRUE,"Age 56+","Low","Rural","Medium","Positive"
"118","Period 1",0.0129972529608938,54154,802252,"2019-12-01",1,1,0,1,0,0,1,8,8,1,6,59,TRUE,"Age 56+","High","Urban","High","Positive"
"119","Period 1",0.0129972529608938,54155,802264,"2019-12-01",0,1,1,0,0,0,2,8,7,3,4,34,TRUE,"Age 30-55","Medium","Rural","High","Positive"
"120","Period 1",0.0129972529608938,54156,802322,"2019-12-01",1,1,0,0,0,0,1,7,4,1,5,31,FALSE,"Age 30-55","Medium","Urban","Medium","Positive"
"121","Period 1",0.0129972529608938,54157,802340,"2019-12-01",1,1,0,1,0,0,1,8,7,2,6,65,TRUE,"Age 56+","High","Urban","High","Positive"
"122","Period 1",0.0129972529608938,54158,802391,"2019-12-01",1,1,1,0,0,0,2,7,6,1,5,37,TRUE,"Age 30-55","Medium","Urban","Medium","Positive"
"123","Period 1",0.0129972529608938,54159,802395,"2019-12-01",1,0,0,1,0,0,2,8,7,2,2,81,TRUE,"Age 56+","Low","Urban","High","Positive"
"124","Period 1",0.0129972529608938,54160,802398,"2019-12-01",1,0,0,1,0,0,1,5,7,1,4,75,TRUE,"Age 56+","Medium","Urban","High","Positive"
"125","Period 1",0.0129972529608938,54161,802416,"2019-12-01",1,1,0,0,0,0,2,0,3,2,1,18,FALSE,"Age 16-29","Low","Urban","Low","Positive"
"126","Period 1",0.0129972529608938,54162,802471,"2019-12-01",1,0,0,0,0,0,2,8,7,5,4,85,FALSE,"Age 56+","Medium","Rural","High","Positive"
"127","Period 1",0.0129972529608938,54163,802486,"2019-12-01",1,1,0,1,0,0,2,6,4,1,4,66,TRUE,"Age 56+","Medium","Urban","Medium","Positive"
"128","Period 1",0.0129972529608938,54164,802551,"2019-12-01",1,1,0,0,0,0,1,6,3,1,5,53,FALSE,"Age 30-55","Medium","Urban","Low","Positive"
"129","Period 1",0.0129972529608938,54165,802578,"2019-12-01",1,0,0,0,0,0,1,6,5,5,3,74,FALSE,"Age 56+","Medium","Rural","Medium","Positive"
"130","Period 1",0.0129972529608938,54166,802587,"2019-12-01",0,1,0,1,0,0,1,6,7,2,5,68,TRUE,"Age 56+","Medium","Urban","High","Positive"
"131","Period 1",0.0129972529608938,54167,802612,"2019-12-01",1,1,0,1,0,0,2,7,8,3,5,26,TRUE,"Age 16-29","Medium","Rural","High","Positive"
"132","Period 1",0.0129972529608938,54168,802636,"2019-12-01",1,1,0,1,0,0,1,0,5,3,2,55,TRUE,"Age 30-55","Low","Rural","Medium","Positive"
"133","Period 1",0.0129972529608938,54169,802679,"2019-12-01",1,1,0,1,0,0,1,2,1,5,2,57,TRUE,"Age 56+","Low","Rural","Low","Positive"
"134","Period 1",0.0129972529608938,54170,802761,"2019-12-01",1,1,1,1,0,0,2,0,0,1,4,34,TRUE,"Age 30-55","Medium","Urban","Low","Positive"
"135","Period 1",0.0129972529608938,54171,802783,"2019-12-01",1,1,1,0,0,0,1,7,6,2,2,75,TRUE,"Age 56+","Low","Urban","Medium","Positive"
"136","Period 1",0.0129972529608938,54172,802814,"2019-12-01",1,1,0,0,0,0,2,5,6,1,5,32,FALSE,"Age 30-55","Medium","Urban","Medium","Positive"
"137","Period 1",0.0129972529608938,54173,802850,"2019-12-01",1,1,0,0,0,0,1,8,7,1,4,30,FALSE,"Age 30-55","Medium","Urban","High","Positive"
"138","Period 1",0.0129972529608938,54174,802859,"2019-12-01",1,1,0,1,0,0,1,7,6,5,5,76,TRUE,"Age 56+","Medium","Rural","Medium","Positive"
"139","Period 1",0.0129972529608938,54175,802883,"2019-12-01",1,0,0,1,0,0,1,7,6,1,6,70,TRUE,"Age 56+","High","Urban","Medium","Positive"
"140","Period 1",0.0129972529608938,54176,802891,"2019-12-01",1,1,0,1,0,0,1,6,2,4,5,58,TRUE,"Age 56+","Medium","Rural","Low","Positive"
"141","Period 1",0.0129972529608938,54177,802902,"2019-12-01",1,1,0,0,0,0,1,7,7,3,5,40,FALSE,"Age 30-55","Medium","Rural","High","Positive"
"142","Period 1",0.0129972529608938,54178,802911,"2019-12-01",0,0,0,1,0,0,2,4,4,5,2,73,TRUE,"Age 56+","Low","Rural","Medium","Positive"
"143","Period 1",0.0129972529608938,55272,823852,"2019-12-01",1,1,1,1,0,0,1,7,6,4,2,74,TRUE,"Age 56+","Low","Rural","Medium","Positive"
"144","Period 1",0.0129972529608938,54180,802947,"2019-12-01",1,0,0,0,0,0,1,8,5,2,3,69,FALSE,"Age 56+","Medium","Urban","Medium","Positive"
"145","Period 1",0.0129972529608938,54181,802960,"2019-12-01",1,1,0,0,0,0,2,5,3,5,6,39,FALSE,"Age 30-55","High","Rural","Low","Positive"
"146","Period 1",0.0129972529608938,54182,802981,"2019-12-01",1,1,0,0,0,0,1,0,0,5,2,62,FALSE,"Age 56+","Low","Rural","Low","Positive"
"147","Period 1",0.0129972529608938,54183,802984,"2019-12-01",0,0,0,0,1,0,2,7,7,1,6,37,FALSE,"Age 30-55","High","Urban","High","Positive"
"148","Period 1",0.0129972529608938,57464,867794,"2019-12-01",1,1,0,0,0,0,2,6,4,1,1,75,FALSE,"Age 56+","Low","Urban","Medium","Positive"
"149","Period 1",0.0129972529608938,54185,802999,"2019-12-01",1,1,0,0,0,0,1,7,6,2,6,38,FALSE,"Age 30-55","High","Urban","Medium","Positive"
"150","Period 1",0.0129972529608938,54186,803033,"2019-12-01",1,1,1,1,0,0,1,8,8,2,5,67,TRUE,"Age 56+","Medium","Urban","High","Positive"
"151","Period 1",0.0129972529608938,54187,803063,"2019-12-01",1,0,0,1,0,0,1,5,3,5,5,76,TRUE,"Age 56+","Medium","Rural","Low","Positive"
"152","Period 1",0.0129972529608938,54188,803076,"2019-12-01",1,1,0,0,0,0,2,5,5,3,2,61,FALSE,"Age 56+","Low","Rural","Medium","Positive"
"153","Period 1",0.0129972529608938,54189,803099,"2019-12-01",1,0,0,0,0,0,1,10,5,4,4,29,FALSE,"Age 16-29","Medium","Rural","Medium","Positive"
"154","Period 1",0.0129972529608938,54190,803100,"2019-12-01",1,1,0,0,0,0,2,5,0,5,5,24,FALSE,"Age 16-29","Medium","Rural","Low","Positive"
"155","Period 1",0.0129972529608938,54191,803125,"2019-12-01",0,0,0,0,1,0,3,8,7,4,6,22,FALSE,"Age 16-29","High","Rural","High","Positive"
"156","Period 1",0.0129972529608938,54192,803128,"2019-12-01",1,1,0,0,0,0,1,5,2,1,6,31,FALSE,"Age 30-55","High","Urban","Low","Positive"
"157","Period 1",0.0129972529608938,54193,803136,"2019-12-01",1,0,0,0,0,0,2,6,6,4,3,81,FALSE,"Age 56+","Medium","Rural","Medium","Positive"
"158","Period 1",0.0129972529608938,54194,803152,"2019-12-01",1,1,0,0,0,0,1,6,5,3,2,42,FALSE,"Age 30-55","Low","Rural","Medium","Positive"
"159","Period 1",0.0129972529608938,54195,803155,"2019-12-01",1,1,1,0,0,0,2,1,0,1,4,42,TRUE,"Age 30-55","Medium","Urban","Low","Positive"
"160","Period 1",0.0129972529608938,54196,803157,"2019-12-01",1,0,0,0,0,0,2,5,5,2,4,37,FALSE,"Age 30-55","Medium","Urban","Medium","Positive"
"161","Period 1",0.0129972529608938,54197,803182,"2019-12-01",1,1,0,0,0,0,2,7,7,2,3,20,FALSE,"Age 16-29","Medium","Urban","High","Positive"
"162","Period 1",0.0129972529608938,54198,803201,"2019-12-01",1,0,0,0,0,0,1,5,4,1,1,62,FALSE,"Age 56+","Low","Urban","Medium","Positive"
"163","Period 1",0.0129972529608938,54199,803210,"2019-12-01",1,1,1,0,0,0,2,4,3,2,2,46,TRUE,"Age 30-55","Low","Urban","Low","Positive"
"164","Period 1",0.0129972529608938,57480,868133,"2019-12-01",1,1,0,0,0,0,1,6,4,4,2,68,FALSE,"Age 56+","Low","Rural","Medium","Positive"
"165","Period 1",0.0129972529608938,54201,803268,"2019-12-01",1,1,0,1,0,0,1,8,8,4,5,63,TRUE,"Age 56+","Medium","Rural","High","Positive"
"166","Period 1",0.0129972529608938,54202,803280,"2019-12-01",1,1,0,0,0,0,1,2,0,3,2,62,FALSE,"Age 56+","Low","Rural","Low","Positive"
